timestamp,domain,status,code,method,rtt_ms,details
01:18:56,5ka.ru,OK,200,GET,218.7,OK
01:18:56,5post.market,OK,200,GET,417.2,OK
01:18:56,chizhik.club,OK,200,GET,258.2,OK
01:18:56,clubx5.ru,RST,0,GET,0,Connection reset by peer
01:18:56,dialogx5.ru,DNS_ERR,0,GET,0,DNS timeout
01:18:56,e5.ru,OK,200,GET,222.6,OK
01:18:56,fivepost.ru,OK,200,GET,243.4,OK
01:18:56,idx5.ru,OK,200,GET,481.8,OK
01:18:56,jx5.ru,OK,200,GET,215.1,OK
01:18:56,keyx5.ru,DNS_ERR,0,GET,0,DNS timeout
01:18:56,mnogolososya.ru,OK,200,GET,348.4,OK
01:18:56,myapelsin.ru,OK,200,GET,246.1,OK
01:18:56,okolo.app,HTTP_ERR,0,GET,0,Response error 400
01:18:56,perekrestok.ru,OK,200,GET,212.9,OK
01:18:56,x5.ru,OK,200,GET,905.8,OK
01:18:56,x5.tech,OK,200,GET,423.5,OK
01:18:56,x5club.ru,OK,200,GET,329.6,OK
01:18:56,x5id.ru,OK,200,GET,494.7,OK
01:18:56,x5l.ru,OK,200,GET,232.4,OK
01:18:56,x5paket.ru,OK,200,GET,231.6,OK
01:18:56,x5q.ru,OK,200,GET,234.9,OK
01:18:56,x5w.ru,SSL_ERR,0,GET,0,SSL handshake failed
01:18:56,tsx.x5static.net,OK,200,GET,225.1,OK
