timestamp,domain,status,code,method,rtt_ms,details
01:18:56,domclick.ru,HTTP_ERR,401,GET,170.5,401 Unauthorized
01:18:56,dmclk.ru,SSL_ERR,0,GET,0,SSL handshake failed
